MapID,Neighborhood,polygon
5,Boggs Tract,"POLYGON ((-121.31601941669948 37.94899607354957, -121.31332309008302 37.947750655212005, -121.31294825531886 37.946504824561536, -121.31219079197544 37.943641670605544, -121.312080899342 37.94326617968736, -121.30942433561019 37.9448049489738, -121.30691199563357 37.94630974983631, -121.30673855673415 37.946416144505314, -121.30619958113779 37.946724228312426, -121.30560253829097 37.94701510114608, -121.30513851421912 37.9472200318814, -121.30478601561653 37.94736521003933, -121.30438075539037 37.94750746201405, -121.3039507043588 37.94764790257453, -121.30370521998343 37.94771062245607, -121.30344604052907 37.947776840822335, -121.30303517641487 37.947873226006344, -121.30267803921679 37.94794976910328, -121.30241290633433 37.947996055215015, -121.30191738694174 37.946004873228866, -121.30179823702295 37.945548318212815, -121.30377109172274 37.945203348992095, -121.30580385528907 37.94485327896615, -121.30555056110907 37.9438841720346, -121.30609508442014 37.94372941018262, -121.30597118628779 37.94317892561875, -121.3063989779402 37.94310167213162, -121.30602191195986 37.94167273952547, -121.31144521422662 37.94079402285293, -121.31791681947237 37.939753167820825, -121.31840876032702 37.94170396571439, -121.3171898515549 37.94191202216663, -121.31769165822553 37.943861204952825, -121.31891012585778 37.943657091402, -121.31916192305307 37.94463167220608, -121.31805238254086 37.944808944853186, -121.31828452875611 37.94573217113448, -121.31938475537827 37.94554177803197, -121.32018523924998 37.94857176171401, -121.31890081022227 37.948777033115384, -121.31882297274306 37.9484809667717, -121.31606893817403 37.94892638652578, -121.31601941669948 37.94899607354957))"
10,Mariposa Lakes,"POLYGON ((-121.18392121445167 37.91179075211367, -121.18500040350689 37.911883035935226, -121.18571190902892 37.91210034688894, -121.18665934009634 37.912636387651546, -121.18693963725283 37.91289705149925, -121.18764841436982 37.91409010986689, -121.18793275255574 37.91475896444483, -121.18908102965013 37.91592789204475, -121.19071321464351 37.91707293915642, -121.19215201644644 37.91773346425904, -121.19342831468154 37.918321861634034, -121.19748947728263 37.92015172920334, -121.20084183418516 37.92166252139565, -121.20421441951976 37.92318086233207, -121.20597104060165 37.92397230726243, -121.20817303427826 37.924965416438916, -121.21061259983009 37.926063277104646, -121.21221195379792 37.926710706538486, -121.21435797648853 37.92741660357929, -121.2165840606945 37.928150812666594, -121.220096886326 37.9292781084888, -121.22404392331637 37.93056521415148, -121.22809520089571 37.93199468499222, -121.23003344898524 37.93266598525484, -121.23227991168618 37.93322180298738, -121.23353043000644 37.93363703582553, -121.23379840122962 37.933748375972826, -121.23380012917512 37.933760661551744, -121.23386843888923 37.934326682063414, -121.23386999560715 37.93433833167762, -121.23409425622836 37.936150205429385, -121.23428534532434 37.9379099751652, -121.23444725386439 37.93922939683123, -121.2344943477271 37.939782488741145, -121.23458059790903 37.9402625613433, -121.23460136384845 37.940433390993995, -121.2342035862368 37.940536104025064, -121.2312564962121 37.941292454696885, -121.23030884826662 37.941549604686365, -121.22808322155069 37.94213374926522, -121.22580065426219 37.942743343552166, -121.22179789686184 37.943802173633514, -121.21734139144324 37.945004267589944, -121.20179648115355 37.94917527024354, -121.20178899544572 37.949157871828525, -121.1996900763601 37.94971174771088, -121.19873617347066 37.94996342409222, -121.19809192739659 37.9501355491972, -121.1973144801214 37.95033786156952, -121.19657625174173 37.95052861902447, -121.19577092068072 37.95073772423732, -121.19523636571527 37.95087668083565, -121.1945646772168 37.951051576288464, -121.19405449083884 37.9511844177342, -121.19351938439323 37.95132397523858, -121.19314846728363 37.95142071057493, -121.19293201168888 37.9514771619421, -121.19244358580637 37.95160569978168, -121.1919652209074 37.9517315880534, -121.19170298539473 37.951794906954845, -121.19139553433925 37.95185361257359, -121.19113720721114 37.951895770325955, -121.19096920558472 37.95191850237526, -121.19074534934829 37.951943813193154, -121.19052470153133 37.951964818689596, -121.19031373183034 37.951978909584, -121.19013733150977 37.951985082810126, -121.18998472091499 37.95198854537788, -121.18954368841452 37.95198481492163, -121.18918772240947 37.95196405038298, -121.18897319426719 37.95194472820302, -121.18871094100894 37.951915397715226, -121.18848438626641 37.95188328628171, -121.18821870181101 37.95183425858197, -121.187930157682 37.95177164712862, -121.18758617595232 37.95168449838419, -121.1874839727732 37.95165417986341, -121.18732550102555 37.95160717004913, -121.18716389735678 37.9515592303604, -121.18698035031144 37.95149514919572, -121.18681411446515 37.95143011027737, -121.1867090829446 37.951387978940524, -121.18657397700325 37.95133378367767, -121.1864022509957 37.95126020377578, -121.1862347685596 37.951177169815466, -121.18614435845817 37.951131239076105, -121.18598786593485 37.95105173603019, -121.1858747532713 37.95099007891283, -121.18569844747738 37.950893974752674, -121.18560649409552 37.95084141744864, -121.18546279202546 37.95075928151415, -121.18534586833013 37.95069245251839, -121.18519350738342 37.950605367612596, -121.18500955185242 37.95050022359869, -121.1848848357893 37.95042835576038, -121.18475921394547 37.950355965041275, -121.18454647541962 37.950233372140346, -121.18444235372175 37.95017337081057, -121.18426373592858 37.9500744036511, -121.18407153354984 37.949973328079174, -121.18386376646328 37.94986480793508, -121.18373139419568 37.94980274122702, -121.18350937660719 37.94970398796557, -121.18331487795372 37.94962539227302, -121.18310848057138 37.949547721006816, -121.18289234070404 37.94947010747882, -121.18276281474236 37.949429544998075, -121.18257816062449 37.94937436008174, -121.18222811478705 37.949283642959124, -121.18199079566799 37.949230895651084, -121.1817357435924 37.949185333077914, -121.18158396138608 37.949160492541154, -121.18140077076632 37.94913411826561, -121.18121546461494 37.94911289892099, -121.18100664498944 37.94909131561738, -121.18080696427197 37.94907067762905, -121.18061093587563 37.94906066291562, -121.18039419550693 37.94905674538711, -121.1801785860087 37.949054668042706, -121.17997103309072 37.94905439194195, -121.17973630574356 37.94905407895903, -121.17947432318492 37.949053729396475, -121.17931160205116 37.949053512432386, -121.1791051080768 37.94905468116748, -121.17890616977938 37.94905750455927, -121.17870761714407 37.94906032179721, -121.17849081349902 37.949063397558, -121.1782018693739 37.94906749692208, -121.17645319812732 37.94908710584119, -121.17559160428915 37.94909408505499, -121.17537475316446 37.94909584078253, -121.17501246382868 37.94909877288645, -121.17472473058196 37.94910217295779, -121.17459140726258 37.949103748576604, -121.17419160143068 37.949107758184965, -121.17378524664781 37.94911145147962, -121.17350894468973 37.94911077928805, -121.17310831410738 37.94911569365346, -121.17283741224763 37.94911901669036, -121.17253023976674 37.94912278248323, -121.17207367749319 37.94912838013194, -121.17159990284539 37.949131583415486, -121.17108324844165 37.949137436719624, -121.17062537176575 37.949140892711924, -121.17012780322976 37.9491445729034, -121.16979392044875 37.94914818479861, -121.16947692533473 37.94915340481365, -121.16901692640347 37.949159502075446, -121.16862885180706 37.949163686846255, -121.16813229380101 37.94916904052567, -121.16785871772527 37.949171989739554, -121.16739204222671 37.94917321776496, -121.16686177650465 37.94917933400669, -121.16667668918946 37.949182092889174, -121.16645628752566 37.94918623817602, -121.16639621228339 37.946320516064254, -121.16633346191554 37.94373606135833, -121.16627325552543 37.94093774802861, -121.16619656651439 37.936911204486115, -121.16618741612109 37.93640337658153, -121.16616473976055 37.93523082607736, -121.16614186277724 37.93403561930155, -121.16612084241163 37.9328541342109, -121.16606836121791 37.930039005085106, -121.16603403973275 37.92821059377369, -121.16599991373297 37.92648440079308, -121.16596735120118 37.92464692732833, -121.16588142100854 37.92009812157706, -121.16584077719351 37.91788892908849, -121.16581655138283 37.91673560673065, -121.16577279328305 37.91437194931504, -121.16574189348162 37.91278530176525, -121.16571312097084 37.911393887746364, -121.1656946492168 37.91063601701739, -121.16987816886649 37.9119207956515, -121.1709888360583 37.91226808241835, -121.172205527622 37.91261415718217, -121.17286339781006 37.91275450552152, -121.17371353770564 37.912848528532464, -121.17458028432412 37.91286280526117, -121.17556566335767 37.91283812520608, -121.1767270439039 37.91281960271686, -121.17806093656917 37.91281789015549, -121.17928320341865 37.91280034094315, -121.17988042950378 37.91274526623642, -121.18055826080435 37.91259151038548, -121.18120776834355 37.91241259691113, -121.18231381380609 37.912108512005375, -121.1830854843925 37.91189877819138, -121.18392121445167 37.91179075211367))"
12,Weston Ranch/Van Buskirk,"POLYGON ((-121.28524273723986 37.90056873575576, -121.28397919171157 37.89710640856751, -121.28267720219549 37.89363649175127, -121.279861199868 37.88582461461493, -121.27976771533642 37.88556254921258, -121.27951825396336 37.88486034556461, -121.2793032102996 37.884086635599076, -121.27909562090073 37.88305739325377, -121.278681372296 37.88005810361917, -121.27846554039044 37.87848951738788, -121.27808891679581 37.87578201158469, -121.27793161432281 37.87463076208642, -121.27812182749526 37.87464048054987, -121.27873805484425 37.87463233844183, -121.28147926550946 37.87471129994499, -121.28385019380524 37.87470643075109, -121.28618551087695 37.87468909054485, -121.2868303639286 37.87468585691603, -121.28685408579996 37.8747044756363, -121.28836195292884 37.87471240290989, -121.28904401869123 37.87471598277728, -121.28995521432228 37.87472075865484, -121.29078124120001 37.87472508162509, -121.29160726591036 37.87472939973231, -121.29243329184376 37.874733711151634, -121.29335756091034 37.87473852890262, -121.29357871563563 37.87473898069362, -121.29492714071351 37.87471963454683, -121.29609567789416 37.874744099168126, -121.29609559540512 37.87474372128628, -121.29609603717796 37.87474410665694, -121.29627601766576 37.874701029526115, -121.2962394264117 37.874974122060216, -121.29926991044994 37.87503751100178, -121.30004917784036 37.87505379927129, -121.3003955205206 37.87506103614013, -121.30074186099512 37.875068272008384, -121.30187819487602 37.87509200672626, -121.30198270209102 37.87509190776655, -121.30204310499344 37.87650728971349, -121.30214893229702 37.87900259135, -121.30223719519914 37.881079277692784, -121.30231113982633 37.88270434820655, -121.30256240845422 37.88275207713448, -121.30265663899301 37.88288600993255, -121.30266529544024 37.8829999338056, -121.30268121936538 37.88337844069757, -121.30271106337041 37.885495697666705, -121.30276165851066 37.88936980741948, -121.30283329221837 37.89006484099091, -121.3029008594115 37.89022564895921, -121.302982444675 37.89039771107126, -121.30300264220972 37.89047851510811, -121.30306919870854 37.890744784932444, -121.3030925611188 37.89112592568775, -121.30310987872717 37.89160505061538, -121.30313132353467 37.89214525417679, -121.30316554435542 37.89292381665343, -121.30321039108468 37.894006072536875, -121.30324662408884 37.89483619922874, -121.30328652514429 37.895755682148526, -121.3033127191682 37.89625417082093, -121.30331548008938 37.896328607640854, -121.30332361934272 37.896548113979755, -121.30332775700936 37.89666000034385, -121.30333156144418 37.89676621062142, -121.30333653892986 37.89690513236161, -121.30333712547133 37.896930726901736, -121.30333584449181 37.89694945561039, -121.30333372022886 37.8969805036599, -121.30332834485237 37.897073038226786, -121.30332794034867 37.89717939516174, -121.30332814331777 37.897198131795776, -121.30346664491859 37.8971984744675, -121.30365517075784 37.8971989415054, -121.30381444481775 37.8971993352319, -121.30392253595028 37.89719960232604, -121.3040759482809 37.89719998063909, -121.30492341627851 37.897202070873135, -121.3051207421105 37.89720255668582, -121.30585700905436 37.89720436568797, -121.30698933888438 37.897207139688376, -121.30744981706339 37.89720826493494, -121.30864470658693 37.89721117468348, -121.30910211238015 37.89721228569228, -121.3092658723376 37.89721268278112, -121.30952435123172 37.89721330981957, -121.30983860239459 37.897214071048126, -121.31008257536273 37.89721466118138, -121.3103471377262 37.89721530055393, -121.31082346484465 37.89721645076438, -121.31093451133458 37.89721671818149, -121.31171469206951 37.89721859728685, -121.3128864524622 37.89722101218744, -121.31300920370256 37.897221257456415, -121.31341401034153 37.897222064211284, -121.3137383200591 37.89722271064224, -121.31414296411592 37.89722351511782, -121.3143008150901 37.89722382882583, -121.31440532057582 37.89722403626348, -121.31449701331348 37.89722421754515, -121.31467496868207 37.8972246272654, -121.31481659740574 37.89722496478936, -121.31496555243588 37.89722531916401, -121.31547230041781 37.897226522717496, -121.31557036813147 37.897226755556936, -121.31577019001654 37.89722722886532, -121.31586550255196 37.897227455262325, -121.31596808908265 37.89722769800123, -121.31669991049729 37.89722942957777, -121.31675894852957 37.89722956911642, -121.31684064092592 37.89722976187628, -121.31692146913845 37.89722995334923, -121.3170041553553 37.89723014813174, -121.31713946069948 37.89723046714712, -121.3173001653667 37.897230846304005, -121.31746089277517 37.89723122508475, -121.31792771284226 37.8972323241485, -121.31797618673104 37.89723125676708, -121.31798573545676 37.89723246109621, -121.3182354292814 37.897233047924146, -121.3187848832965 37.897234337824656, -121.31885845797875 37.897234510683774, -121.31908725881095 37.89723504685318, -121.31924168331176 37.89723540835808, -121.31946778126981 37.897235937311166, -121.3195930881465 37.89723623008695, -121.3196993065932 37.89723647861881, -121.31980554664321 37.89723672690517, -121.32027141843878 37.897237814277574, -121.32047694065068 37.897238293190746, -121.32166005197692 37.897241044063946, -121.32205247990197 37.89724195418906, -121.32212667308623 37.89724211800383, -121.32227743721971 37.89724245957309, -121.32248537578876 37.89724294069273, -121.32269331436058 37.89724342144622, -121.32277368776114 37.89724360757724, -121.32279633758552 37.8972436597172, -121.32290125293501 37.89724390183363, -121.32310919152215 37.89724438275589, -121.32331713010204 37.89724486241107, -121.32341309878001 37.897245083549066, -121.32352506868456 37.89724534170012, -121.32373300613281 37.89724582063102, -121.3239409447207 37.897246299187834, -121.3240371158148 37.89724652110962, -121.32414888218435 37.89724677828743, -121.32435682077767 37.897247256112, -121.32456475936358 37.89724773266953, -121.32468431144626 37.89724800796388, -121.32477269797222 37.89724821066284, -121.32498063657357 37.89724868738908, -121.32518857517753 37.89724916374914, -121.3253965126472 37.897249639751074, -121.3256044512565 37.89725011537896, -121.32581238987856 37.89725059154166, -121.32602334407338 37.89725107327721, -121.32627553850182 37.897251649043724, -121.32651750928918 37.89725220031362, -121.32670121182618 37.89725261836781, -121.32542345995223 37.899968612773456, -121.3254303109165 37.90021714488869, -121.3251177253009 37.90021642964094, -121.32522348353874 37.90218666347921, -121.32556067267814 37.90218798592638, -121.3254688178402 37.90239230450467, -121.32453725624572 37.903471332345426, -121.32326467575669 37.90442247925151, -121.3228258166274 37.90528886757807, -121.32311748668745 37.90597102329565, -121.32406634737933 37.90676682920435, -121.3245347469147 37.90717655789639, -121.32449131358682 37.90999069480929, -121.32441858457805 37.910514377895645, -121.32353425223569 37.91293154315226, -121.32336088415315 37.91348966253895, -121.32297183979954 37.913935448200405, -121.32251476995332 37.91440671359212, -121.32135404405255 37.915604834398266, -121.32105082829818 37.91615964484227, -121.32102381010708 37.91681876734226, -121.32077337532404 37.91760754898144, -121.32050638222476 37.91794133039562, -121.3191981957145 37.91864962201101, -121.31856400188872 37.919628399804786, -121.31876285424421 37.920097404096516, -121.31878344549493 37.92010590141604, -121.31890725917255 37.92048678787717, -121.31904136599101 37.92082786893549, -121.31947483827844 37.92102588396978, -121.31996193836868 37.92126790934317, -121.3205960039026 37.921612635617855, -121.32098441928638 37.92185633968304, -121.32140076809347 37.922117568032434, -121.32176376213073 37.92237789020125, -121.32189730977652 37.92248319150334, -121.32226285862254 37.92276699158262, -121.32258274011382 37.9230153346896, -121.32288115412867 37.92335037275923, -121.3230146083098 37.92366046807902, -121.323272851491 37.92412417717069, -121.3233953382447 37.92438097020029, -121.32352843080376 37.92465999610381, -121.32376760072113 37.92503181875118, -121.32396058295005 37.92533183243913, -121.32415631005442 37.92563611197944, -121.32427322225641 37.92581786235648, -121.32442551406102 37.92613883520661, -121.32470861535342 37.926498006039495, -121.32480332877704 37.92659690024812, -121.32514631747394 37.92704078893718, -121.32539463416549 37.92738921561669, -121.3254867160635 37.927562965840764, -121.32563740753018 37.92770678310376, -121.32592231239998 37.92791557543363, -121.32598226609389 37.927936275664976, -121.32594893696354 37.927970338937506, -121.32658123509579 37.928239179263386, -121.3268427210251 37.92836848892277, -121.32729349557634 37.92883882192203, -121.32309495240108 37.929984127319194, -121.31822363705328 37.931264808587365, -121.31213201714506 37.9328983492409, -121.30752182865419 37.934116674740345, -121.30294363011146 37.935331936359304, -121.29987338821644 37.93616156030054, -121.29837445593658 37.93655824638333, -121.29767775458589 37.9367462701057, -121.29723909295804 37.93422218752704, -121.29706482787323 37.933438996306904, -121.29576831925517 37.92975526593752, -121.29465746148485 37.92672115691582, -121.29354725951157 37.92357786509852, -121.29161327156426 37.91827732687043, -121.2911059651729 37.91686909730734, -121.29095181767187 37.9163929497482, -121.28956287820803 37.912599220328374, -121.28849956469222 37.90958738491673, -121.28688941289617 37.905175104349844, -121.28596090832913 37.90259901752494, -121.28524273723986 37.90056873575576))"
4,South Stockton,"POLYGON ((-121.29095181767187 37.9163929497482, -121.2911059651729 37.91686909730734, -121.29161327156426 37.91827732687043, -121.29354725951157 37.92357786509852, -121.29465746148485 37.92672115691582, -121.29576831925517 37.92975526593752, -121.29706482787323 37.933438996306904, -121.29723909295804 37.93422218752704, -121.29767775458589 37.9367462701057, -121.29818044416758 37.939633405661034, -121.29838460207651 37.940880240941866, -121.298702335004 37.94285065675012, -121.29900746772167 37.94477652723321, -121.29911656362259 37.94524541421466, -121.29935317566577 37.94596129552961, -121.2995806703108 37.94647469652631, -121.30005443914371 37.94731255751709, -121.30048419369837 37.94792757393937, -121.30092623062038 37.94839488995807, -121.30061646063763 37.94845328881308, -121.30008658739708 37.948523475933726, -121.29696048925975 37.94905061162213, -121.29306001340922 37.94971357090271, -121.29045813820682 37.95014692558485, -121.28913818794474 37.95037465849463, -121.28656765317609 37.950812669926805, -121.2852382114465 37.95103709836703, -121.2839347284686 37.951257219205964, -121.2813399705163 37.95170626333041, -121.27873471911417 37.95214982671971, -121.27737075026764 37.95239361716626, -121.27737051048642 37.952393972846686, -121.27353308807082 37.9530648722424, -121.27092240537199 37.95349525316587, -121.26970038032101 37.953718804451064, -121.26926818072519 37.95383119834012, -121.2687681935008 37.95397707127795, -121.26818002967696 37.954179191367935, -121.26774132961542 37.954350875084714, -121.2672810436527 37.954544703021014, -121.26694280752625 37.95470618602729, -121.2666133458852 37.95487790894898, -121.26636677952862 37.95501613757745, -121.26627762108818 37.95506805605073, -121.26626240162909 37.95507691809009, -121.26555014804595 37.95553842704277, -121.2644103223293 37.956290058694336, -121.26377625259697 37.954720511461225, -121.26345225428726 37.95390831906785, -121.26312653720653 37.953096822457006, -121.26280156014646 37.952293843762476, -121.26247452817897 37.95148576851513, -121.26243630283344 37.951394298867775, -121.2624005904401 37.951308839953505, -121.26235415100756 37.95121141252616, -121.26233501169422 37.95117126015639, -121.26226182189693 37.95106908113539, -121.26218707859717 37.95095158744916, -121.26213658545026 37.95087662520789, -121.26211167342542 37.95083963928752, -121.26207041078123 37.950778382456775, -121.26202330931626 37.95070845394833, -121.2619690183057 37.950656624717155, -121.26191256080104 37.950609549722266, -121.26182914547717 37.950545612792325, -121.26174153575113 37.95048817490322, -121.2616703200647 37.950446395632625, -121.26155701672737 37.95038945297056, -121.26149779233114 37.9503637445012, -121.2613811552615 37.950319868196246, -121.26126808393501 37.950285580045325, -121.26114989760067 37.9502595646062, -121.26103005262473 37.95024111212421, -121.26090855238502 37.95023022257238, -121.26078367579856 37.950228280187275, -121.26063140121185 37.950235179168715, -121.26052893086975 37.9502450245821, -121.26042503141767 37.95025942477425, -121.2603395024274 37.95027411034755, -121.26025379010285 37.95029277866868, -121.2600807376334 37.95033716350037, -121.25999153524965 37.950359820388925, -121.25980200033709 37.95038245463323, -121.2596539674882 37.950401687147505, -121.25947757214738 37.950446373698, -121.25929503734804 37.95049257620812, -121.25916272656332 37.95052605952237, -121.2590283160279 37.950560074262505, -121.25892889550731 37.950585234143105, -121.25878950918516 37.95062050775839, -121.25862508595685 37.95066211754951, -121.25848569934548 37.95069739080591, -121.25832754745716 37.95073741197042, -121.25815696742539 37.9507774306567, -121.25800519841849 37.95081653284179, -121.25786008994005 37.95085391891649, -121.25771928012209 37.95088717578614, -121.2575831051876 37.950917912343655, -121.25742703126016 37.950952477685576, -121.25725211162268 37.95098972428625, -121.25710846707456 37.95101810692301, -121.2569613403586 37.95104514032761, -121.25681246074119 37.9510701241295, -121.25666356587432 37.951093735579924, -121.25643050994373 37.951125207266585, -121.25633799521546 37.95113770009979, -121.25617345063829 37.95115729159699, -121.25601062011856 37.95117481125631, -121.25584603447594 37.951190281272076, -121.25499610169132 37.951233536256595, -121.25461870332003 37.95123382647186, -121.25386572694195 37.951198810215715, -121.25328073098478 37.95114074803424, -121.25271108188515 37.95105718173507, -121.25227322914942 37.9509734604316, -121.25172737433684 37.95084141870487, -121.25126858378759 37.95070934184028, -121.25029422105841 37.95036609635344, -121.24762379024214 37.949233642298125, -121.24425778004155 37.94770148141748, -121.2405530703497 37.94616921702891, -121.23716814337482 37.94439987514453, -121.23508916681904 37.94353262630958, -121.23457667665463 37.939760983080895, -121.23452008333962 37.93912418640536, -121.2344690607289 37.938699508694576, -121.23436767223248 37.9378884696414, -121.23417658123732 37.936128700030125, -121.23395231866877 37.93431682642581, -121.23395088627127 37.93430498051756, -121.23388245161549 37.9337391563458, -121.2337862326048 37.9331266350138, -121.23372272355518 37.932490565703496, -121.23362266575212 37.932015385333564, -121.23350406419299 37.931593185918224, -121.23326745316356 37.93098359424269, -121.23284255045881 37.929915846200814, -121.23234840373077 37.928681685121504, -121.23221686231872 37.92835225309328, -121.22878981852864 37.919918837325724, -121.22629116821489 37.913643726187836, -121.22610191340826 37.91319619380262, -121.22662348275901 37.913267235057035, -121.2284171486637 37.913263704261254, -121.22922291209903 37.91328610960397, -121.23001248128254 37.91337370357852, -121.23108213858231 37.913541392502786, -121.23173292461541 37.913654565352935, -121.23250477820646 37.913788787968045, -121.23391914951009 37.91403256133548, -121.23571773643528 37.914154178444086, -121.23698863845642 37.91424036417554, -121.23710903270158 37.91420980956986, -121.23867444194094 37.91380285103857, -121.23872041098682 37.913920077829935, -121.23886950929379 37.914265958428295, -121.23898261275623 37.91427044895954, -121.24340410886066 37.91457532029412, -121.24485165251775 37.91811620761234, -121.2459219425663 37.920789772867934, -121.24991742611049 37.91978986132751, -121.24989871260371 37.919708137702855, -121.24994758121994 37.91969588521915, -121.25005010382479 37.919670179368644, -121.25013664430404 37.91964848088295, -121.25020705406938 37.91963082768331, -121.2503057452055 37.91960608211218, -121.25040139349092 37.91958210003807, -121.250522460692 37.91955174469155, -121.25064714463876 37.919520481426204, -121.25077770984488 37.919487744407995, -121.25091339955897 37.919453722237805, -121.25104426630135 37.91942090822072, -121.25118101201075 37.91938662133264, -121.2512577421907 37.919369678772, -121.25136845913259 37.91935017191128, -121.25148372204085 37.919329863844524, -121.25162552303411 37.91930487986132, -121.25169043399133 37.91929710271871, -121.2517574593988 37.919284394257986, -121.25183283905987 37.91927651707889, -121.25194921485496 37.919264356704154, -121.25206265582798 37.919252503228286, -121.2521208888633 37.91924224277193, -121.2522044757853 37.91922751572376, -121.25229920628769 37.919210823684416, -121.25239511186543 37.91919392585778, -121.2525191233891 37.919172076156705, -121.25327166080218 37.918981834292246, -121.25567138916229 37.91837551075157, -121.25678442541201 37.91809981238211, -121.25827990191412 37.91771946588257, -121.25968546579041 37.9173623350264, -121.26098523392277 37.91703405770191, -121.26222972993854 37.920030502359424, -121.26304410269744 37.92158657488069, -121.26355676830885 37.922481288787814, -121.2639079862541 37.923284205795845, -121.2642455903356 37.924055985408295, -121.26473584399808 37.925435535756556, -121.26517041139427 37.92665834166251, -121.26566074371834 37.92793468488216, -121.2659137639512 37.927888561924966, -121.27071344946089 37.927069279864085, -121.2716950641067 37.9307718139801, -121.27391169404525 37.93036939393241, -121.27392908233588 37.92871391926491, -121.27700083885064 37.92803120076496, -121.27715495093742 37.92799604616316, -121.27685338992548 37.927360688603315, -121.27667848100916 37.926901588182524, -121.27659382872316 37.92667938897892, -121.27655475564491 37.926576828218046, -121.27650040793078 37.926434173725745, -121.27645938722908 37.92633667240717, -121.27643970169716 37.92628011068597, -121.27640556865833 37.92617543151556, -121.27638788211934 37.92611553274232, -121.27636765664559 37.926005125309736, -121.27635954974164 37.925893264163626, -121.27636620780945 37.925818023023446, -121.27637195037921 37.925753119125424, -121.27641389053981 37.92558136008421, -121.27644231753595 37.925500000228546, -121.27649820483552 37.92539389145374, -121.27652872770307 37.92534843922587, -121.27662818268884 37.925224821693995, -121.27670714304544 37.9251501522056, -121.27679484943339 37.92508297580214, -121.27697234056258 37.92498156706444, -121.2771932611657 37.92488879798307, -121.27737122420102 37.92482662816913, -121.27764074631675 37.924745789763, -121.27778157486225 37.92471088028804, -121.28079619905988 37.92396355125883, -121.2787248601168 37.918867633555614, -121.27715708276057 37.9149891195462, -121.27638663568266 37.91308615381455, -121.27596127688852 37.91195745806534, -121.27581182800425 37.91148954509231, -121.27577406146958 37.9111938186655, -121.27566048229102 37.90997742192705, -121.27566409727822 37.90928023881182, -121.27567244706215 37.907669638118016, -121.27604710456916 37.907639609015206, -121.27803327587019 37.90747480634527, -121.27792666659852 37.9072249026954, -121.27781473664892 37.90696336286779, -121.27881529515848 37.90670197566618, -121.27986996869235 37.90642644128784, -121.28100701386285 37.906129373955714, -121.28171928310249 37.90592877404194, -121.28353846407589 37.90541640412746, -121.28327375518627 37.904474783986494, -121.28377529789701 37.904376020812876, -121.28480859654398 37.90523317474293, -121.28593897536707 37.90625251434607, -121.28633706164891 37.906599065798524, -121.28673874904936 37.90682443409881, -121.28748037614974 37.906794750283694, -121.28849956469222 37.90958738491673, -121.28972008759227 37.913038960308945, -121.29095181767187 37.9163929497482))"
1,Downtown,"POLYGON ((-121.31231667170152 37.95466796983598, -121.31229792721574 37.955156353389235, -121.31227527641475 37.955621327080735, -121.3121205793088 37.956222465956635, -121.31162186088223 37.95629111712078, -121.30990984749397 37.95658230046069, -121.30860805085064 37.95680062256072, -121.3073045359473 37.9570210008438, -121.30600449656126 37.95724271505317, -121.30470270776192 37.95746373932569, -121.3034008963187 37.95768337708596, -121.30209734183185 37.957903011372224, -121.30079551381118 37.958122620422344, -121.29949368661002 37.95834290074643, -121.29819012486968 37.958563864964454, -121.29689180965056 37.95878958634557, -121.29558824703668 37.959011894910184, -121.29428463981287 37.95923075732563, -121.29298276531402 37.95945028025789, -121.2916809282425 37.95967390712634, -121.29037554048676 37.95989067751994, -121.28907193165256 37.96011222853026, -121.28777007844828 37.960336498823246, -121.2864664175347 37.96055458751096, -121.28516626837056 37.96077744449826, -121.28387123313293 37.960992702618725, -121.28255715814691 37.961212190228885, -121.28126388542107 37.96143152657518, -121.2799464058957 37.9616585608267, -121.27967593440948 37.96067853215114, -121.27914030823564 37.95872736471852, -121.27885708267259 37.957686998569265, -121.27856723581314 37.956623944089735, -121.27832321332018 37.955733755035006, -121.27803996742895 37.95468926789867, -121.27777651783336 37.953712621201895, -121.27741748935638 37.95238575822994, -121.27737051048642 37.952393972846686, -121.27737075026764 37.95239361716626, -121.27873471911417 37.95214982671971, -121.2813399705163 37.95170626333041, -121.2839347284686 37.951257219205964, -121.2852382114465 37.95103709836703, -121.28656765317609 37.950812669926805, -121.28913818794474 37.95037465849463, -121.29045813820682 37.95014692558485, -121.29306001340922 37.94971357090271, -121.29696048925975 37.94905061162213, -121.30008658739708 37.948523475933726, -121.30061646063763 37.94845328881308, -121.30092623062038 37.94839488995807, -121.30135745470493 37.94882382892817, -121.30202770229198 37.94938640147696, -121.30253452772031 37.94974959758115, -121.30327123538048 37.95020254491396, -121.3044377897293 37.950793998889694, -121.30584653972677 37.95148952503489, -121.30848759029388 37.952754028848226, -121.31096891476622 37.95399416548346, -121.31231667170152 37.95466796983598))"
