"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-11","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","44",",,W",,,"  220",",,W","  200",",,W","14.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-12","7.38",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","52",",,W",,,"  300",",,W","  290",",,W","18.1",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-13","8.05",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"52",",,W","33",",,W",,,"  310",",,W","  290",",,W","23.0",",,W","36.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-14","10.96",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"54",",,W","31",",,W",,,"  300",",,W","  300",",,W","23.9",",,W","40.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-15","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"39",",,W","24",",,W",,,"  300",",,W","  300",",,W","25.1",",,W","38.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-16","4.70",",,W",,,"0.00","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"37",",,W","29",",,W",,,"   50",",,W","   50",",,W","13.0",",,W","16.1",",,W",,,,,,,"    1",",,W",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-17","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"47",",,W","34",",,W",,,"  140",",,W","  160",",,W","8.1",",,W","12.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-18","6.04",",,W",,,"0.60",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"47",",,W","41",",,W",,,"   20",",,W","   40",",,W","17.0",",,W","29.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-19","11.41",",,W",,,"0.07",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"43",",,W","31",",,W",,,"   10",",,W","   10",",,W","23.0",",,W","35.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-20","2.68",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"59",",,W","33",",,W",,,"  270",",,W","  260",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-21","3.13",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","42",",,W",,,"  140",",,W","  140",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-22","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","42",",,W",,,"  140",",,W","  140",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-23","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","43",",,W",,,"  140",",,W","  150",",,W","12.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-24","4.03",",,W",,,"1.27",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","47",",,W",,,"   70",",,W","   70",",,W","10.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-25","3.58",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","49",",,W",,,"  230",",,W","  230",",,W","14.1",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-26","8.05",",,W",,,"0.19",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","52",",,W",,,"  210",",,W","  220",",,W","28.0",",,W","44.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-27","5.59",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"69",",,W","50",",,W",,,"  240",",,W","  210",",,W","15.0",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-28","6.71",",,W",,,"0.76",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","48",",,W",,,"  210",",,W","  190",",,W","21.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-29","10.07",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"55",",,W","45",",,W",,,"  220",",,W","  230",",,W","25.9",",,W","38.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-30","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"61",",,W","42",",,W",,,"   90",",,W","  100",",,W","16.1",",,W","25.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-03-31","4.92",",,W",,,"0.35",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","50",",,W",,,"  110",",,W","  120",",,W","13.0",",,W","19.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-01","10.74",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"58",",,W","38",",,W",,,"  250",",,W","  230",",,W","21.0",",,W","32.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-02","9.62",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"39",",,W","28",",,W",,,"  240",",,W","  230",",,W","16.1",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-03","6.04",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","32",",,W",,,"  240",",,W",,,"8.9",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-04","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","45",",,W",,,"  290",",,W",,,"10.1",",,W",,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-05","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","48",",,W",,,"  240",",,W","  240",",,W","14.1",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-06","5.37",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","47",",,W",,,"  240",",,W","  230",",,W","15.0",",,W","21.9",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-07","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","51",",,W",,,"  100",",,W","   80",",,W","12.1",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-08","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","49",",,W",,,"   90",",,W","  110",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-09","3.36",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"59",",,W","49",",,W",,,"   90",",,W","  110",",,W","10.1",",,W","15.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-10","2.91",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","51",",,W",,,"   90",",,W","  110",",,W","10.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-11","7.16",",,W",,,"0.42",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"57",",,W","47",",,W",,,"  360",",,W","   10",",,W","19.9",",,W","30.0",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-12","7.61",",,W",,,"0.49",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","45",",,W",,,"  360",",,W","  360",",,W","19.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-13","5.14",",,W",,,"0.06",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","44",",,W",,,"   90",",,W","  330",",,W","12.1",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-14","2.91",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","48",",,W",,,"  190",",,W","  190",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-15","4.92",",,W",,,"0.83",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"58",",,W","45",",,W",,,"  320",",,W","  250",",,W","12.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-16","6.71",",,W",,,"0.04",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"53",",,W","41",",,W",,,"  210",",,W","  220",",,W","16.1",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-17","5.14",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"56",",,W","43",",,W",,,"  240",",,W","  250",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-18","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","49",",,W",,,"  220",",,W","  230",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-19","2.91",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","52",",,W",,,"  100",",,W","  190",",,W","12.1",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-20","4.25",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","53",",,W",,,"  190",",,W","  190",",,W","16.1",",,W","25.9",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-21","7.38",",,W",,,"0.11",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","39",",,W",,,"  240",",,W","  240",",,W","21.9",",,W","36.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-22","11.86",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"48",",,W","36",",,W",,,"  240",",,W","  240",",,W","21.9",",,W","32.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-23","7.38",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","39",",,W",,,"  320",",,W","  300",",,W","16.1",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-24","4.03",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","52",",,W",,,"  250",",,W","  210",",,W","14.1",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-25","5.37",",,W",,,"0.59",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"63",",,W","49",",,W",,,"  330",",,W","  330",",,W","14.1",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-26","8.72",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","41",",,W",,,"  330",",,W","  310",",,W","18.1",",,W","30.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-27","2.01",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"64",",,W","46",",,W",,,"  330",",,W","  160",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-28","2.46",",,W",,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"85",",,W","52",",,W",,,"   50",",,W","   60",",,W","16.1",",,W","23.9",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-29","2.46",",,W",,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","59",",,W",,,"  240",",,W","  270",",,W","13.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-04-30","12.30",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"71",",,W","46",",,W",,,"  310",",,W","  290",",,W","21.9",",,W","44.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-01","8.50",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","42",",,W",,,"  320",",,W","  290",",,W","18.1",",,W","29.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-02","7.16",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","56",",,W",,,"   70",",,W","  260",",,W","21.9",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-03","5.82",",,W",,,"0.58",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","52",",,W",,,"   80",",,W","   70",",,W","13.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-04","4.92",",,W",,,"0.23",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","52",",,W",,,"  140",",,W","  140",",,W","15.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-05","4.03",",,W",,,"0.31",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"62",",,W","52",",,W",,,"  310",",,W","  320",",,W","14.1",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-06","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","50",",,W",,,"  320",",,W","  300",",,W","17.0",",,W","27.1",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-07","4.70",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"66",",,W","49",",,W",,,"   70",",,W","  130",",,W","13.0",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-08","3.58",",,W",,,"0.05",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"55",",,W","48",",,W",,,"   70",",,W","  140",",,W","13.0",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-09","4.47",",,W",,,"0.47",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"65",",,W","46",",,W",,,"  260",",,W","  260",",,W","14.1",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-10","4.70",",,W",,,"0.03",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"60",",,W","47",",,W",,,"   80",",,W","  310",",,W","13.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-11","6.71",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"67",",,W","49",",,W",,,"  290",",,W","  270",",,W","16.1",",,W","28.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-12","6.26",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","46",",,W",,,"  310",",,W","  330",",,W","18.1",",,W","27.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-13","3.80",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"72",",,W","50",",,W",,,"  250",",,W","  260",",,W","12.1",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-14","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","52",",,W",,,"  230",",,W","  220",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-15","3.13",",,W",,,"0.00","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","55",",,W",,,"  240",",,W","  250",",,W","8.9",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-16","2.01",",,W",,,"0.01",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","59",",,W",,,"   70",",,W","   70",",,W","16.1",",,W","23.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-17","3.58",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","56",",,W",,,"  250",",,W","  260",",,W","10.1",",,W","18.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-18","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"82",",,W","60",",,W",,,"  230",",,W","  230",",,W","13.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-19","4.92",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","65",",,W",,,"   50",",,W","   40",",,W","12.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-20","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","59",",,W",,,"  130",",,W","  130",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-21","1.57",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"79",",,W","58",",,W",,,"  160",",,W","  190",",,W","8.9",",,W","15.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-22","3.36",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"89",",,W","65",",,W",,,"  300",",,W","  310",",,W","13.0",",,W","19.9",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-23","7.16",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"88",",,W","68",",,W",,,"   30",",,W","   40",",,W","21.0",",,W","31.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-24","5.82",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"68",",,W","59",",,W",,,"   40",",,W","   60",",,W","15.0",",,W","21.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-25","4.47",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"73",",,W","58",",,W",,,"  240",",,W","  180",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-26","4.25",",,W",,,"0.07",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"86",",,W","65",",,W",,,"  280",",,W","  240",",,W","16.1",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-27","4.92",",,W",,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"81",",,W","65",",,W",,,"  310",",,W","  270",",,W","13.0",",,W","19.9",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-28","9.62",",,W",,,"1.22",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"69",",,W","49",",,W",,,"   70",",,W","   70",",,W","23.9",",,W","36.0",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-29","11.86",",,W",,,"0.46",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","47",",,W",,,"   70",",,W","   90",",,W","21.9",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-30","7.61",",,W",,,"0.89",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"51",",,W","47",",,W",,,"   50",",,W","   40",",,W","15.0",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-05-31","3.80",",,W",,,"0.02",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"70",",,W","49",",,W",,,"  300",",,W","  280",",,W","12.1",",,W","18.1",",,W","    1",",,W",,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-06-01","1.79",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"76",",,W","57",",,W",,,"  240",",,W","  240",",,W","10.1",",,W","16.1",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-06-02","2.46",",,W",,,"0.00",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"75",",,W","62",",,W",,,"  240",",,W","  170",",,W","10.1",",,W","17.0",",,W",,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-06-03","1.34",",,W",,,"0.38",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"74",",,W","60",",,W",,,"  230",",,W","   50",",,W","6.9",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2021-06-04","3.36",",,W",,,"0.39",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"78",",,W","63",",,W",,,"  280",",,W","  280",",,W","17.0",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,
